OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Population,Households,Housing_Units,Vacancy_Rate,Pct_OwnerOccupiedUnits,White,African_American,AmerIn_AlaskaNative,Asian,NatHawaiian_PacIslander,Some_other_race,Two_or_more_races,Hispanic,OwnerOccupiedUnits,GroupQuartersPop,Age0_17,Age18_34,Age35_64,Age65andOver,OnePersonHouseholds,TwoPersonHouseholds,ThreePersonHouseholds,FourPersonHouseholds,FivePersonHouseholds,SixPersonHouseholds,SevenOrMorePersonHouseholds,SqMi,PopSqMi,Pop_2010,Pop_Change,MedianAge,SHAPESTArea,SHAPESTLength
3258,37,119,004305,2,371190043052,Block Group 2,"Block Group 2, Census Tract 43.05, Mecklenburg County, North Carolina",3454,1239,1354,0.08493353,0.0988456,835,1190,0,0,0,1172,257,1930,1239,0,1375,978,969,132,479,243,256,88,61,112,0,0.60047709,5752.09289001,2742,945,26.3,16740273.6604152,17393.7735109419
3259,37,119,003109,1,371190031091,Block Group 1,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",2674,1101,1283,0.14185503,0,1258,1206,0,82,0,84,44,1070,1101,40,531,1202,892,49,375,403,181,111,31,0,0,0.20942791,12768.11672332,2748,18,28.4,5838491.6349625,11934.2064523306
3260,37,119,005401,2,371190054012,Block Group 2,"Block Group 2, Census Tract 54.01, Mecklenburg County, North Carolina",2426,1147,1198,0.04257095,0.52329749,5,2401,0,0,0,1,19,2,1147,10,599,523,620,684,515,385,130,117,0,0,0,1.91752614,1265.171801,2443,7,40.1,53457346.7652709,37422.0303527196
3261,37,119,001504,3,371190015043,Block Group 3,"Block Group 3, Census Tract 15.04, Mecklenburg County, North Carolina",2008,750,762,0.01574803,0.34380454,308,996,0,114,0,590,0,708,750,0,740,529,499,240,320,121,92,129,88,0,0,0.35923065,5589.72348267,1658,-1,27.5,10014735.5555861,16026.5900255787
3262,37,119,003102,2,371190031022,Block Group 2,"Block Group 2, Census Tract 31.02, Mecklenburg County, North Carolina",988,437,450,0.02888889,0.83985765,917,0,0,71,0,0,0,161,437,0,170,299,345,174,162,154,42,79,0,0,0,0.30969549,3190.23050675,1050,496,37,8633780.07410918,14018.4493869092
3263,37,119,005916,2,371190059162,Block Group 2,"Block Group 2, Census Tract 59.16, Mecklenburg County, North Carolina",1579,405,450,0.1,0.46518106,348,1058,0,0,0,156,17,499,405,0,558,384,474,163,85,85,89,56,26,16,48,1.02581704,1539.26084129,1035,322,27.1,28598023.4115328,23287.2299600302
3264,37,119,005512,2,371190055122,Block Group 2,"Block Group 2, Census Tract 55.12, Mecklenburg County, North Carolina",1415,536,553,0.03074141,0.76056338,420,605,10,50,0,227,103,318,536,0,381,320,591,123,196,114,94,85,36,8,3,0.55123969,2566.94143341,1345,-262,35.1,15367618.9722768,21849.2284487348
3265,37,119,003802,2,371190038022,Block Group 2,"Block Group 2, Census Tract 38.02, Mecklenburg County, North Carolina",2435,845,1011,0.16419387,0.23076923,204,2023,0,0,0,181,27,355,845,0,732,545,921,237,338,242,32,103,65,65,0,0.99988085,2435.29016482,1891,378,32.8,27874966.7707217,30659.8037213621
3266,37,119,000900,2,371190009002,Block Group 2,"Block Group 2, Census Tract 9, Mecklenburg County, North Carolina",1315,465,544,0.14522059,0.43973214,463,781,0,50,0,15,6,15,465,0,172,574,500,69,164,195,42,30,7,0,27,0.21827428,6024.53023783,862,295,31.9,6085113.39629687,17004.5995512745
3267,37,119,001000,2,371190010002,Block Group 2,"Block Group 2, Census Tract 10, Mecklenburg County, North Carolina",508,304,346,0.12138728,0.73636364,461,29,0,0,0,0,18,0,304,0,18,133,300,57,134,157,13,0,0,0,0,0.14958705,3396.01589844,617,-71,44.3,4170230.93396797,8698.57325805739
3268,37,119,000100,3,371190001003,Block Group 3,"Block Group 3, Census Tract 1, Mecklenburg County, North Carolina",1270,810,1253,0.35355148,0.78885135,1095,139,0,36,0,0,0,19,810,14,0,428,741,101,410,384,16,0,0,0,0,0.07479489,16979.76960726,929,-28,44.6,2085153.55110723,7727.1615236178
3269,37,119,005839,1,371190058391,Block Group 1,"Block Group 1, Census Tract 58.39, Mecklenburg County, North Carolina",2681,1132,1228,0.0781759,0.50790698,2135,127,0,276,0,17,126,170,1132,0,555,739,1038,349,341,415,177,154,45,0,0,1.03750576,2584.08203922,2381,386,36.4,28923884.8704467,29924.7766714627
3270,37,119,003106,1,371190031061,Block Group 1,"Block Group 1, Census Tract 31.06, Mecklenburg County, North Carolina",2897,905,964,0.06120332,0.63373494,2504,190,0,62,0,89,52,1549,905,0,972,535,1116,274,165,296,189,101,84,65,5,0.5170104,5603.36890709,1777,840,31.3,14413365.2160807,18900.7615952876
3271,37,119,006302,1,371190063021,Block Group 1,"Block Group 1, Census Tract 63.02, Mecklenburg County, North Carolina",4125,1428,1525,0.06360656,0.81028668,3150,773,0,150,0,37,15,218,1428,16,1255,749,1641,480,237,458,397,149,121,66,0,5.51280093,748.25847194,2124,1356,36.1,153687454.731663,54800.0687001587
3272,37,119,001916,1,371190019161,Block Group 1,"Block Group 1, Census Tract 19.16, Mecklenburg County, North Carolina",2547,634,689,0.07982583,0.7203252,661,698,0,262,0,917,9,1049,634,8,883,667,730,267,83,106,137,155,65,9,79,0.68720885,3706.29685575,1701,443,26.8,19158206.6681209,20562.8015337113
3273,37,119,001911,1,371190019111,Block Group 1,"Block Group 1, Census Tract 19.11, Mecklenburg County, North Carolina",1304,547,547,0,0.70309278,592,457,12,125,0,49,69,278,547,0,153,242,706,203,188,171,130,58,0,0,0,0.37127699,3512.20257415,1456,-139,46.4,10350567.0273348,15298.3685754716
3274,37,119,006212,2,371190062122,Block Group 2,"Block Group 2, Census Tract 62.12, Mecklenburg County, North Carolina",1106,576,683,0.15666179,0.15625,706,225,0,83,0,10,82,91,576,0,136,459,403,108,228,245,48,55,0,0,0,0.33091829,3342.21478057,1279,-65,33.9,9225435.42541074,14561.0235430044
3275,37,119,005823,1,371190058231,Block Group 1,"Block Group 1, Census Tract 58.23, Mecklenburg County, North Carolina",1434,533,569,0.06326889,0.65083799,1366,26,0,0,0,0,42,0,533,0,438,152,606,238,152,122,88,119,52,0,0,1.49064453,961.9999746,964,-33,45.1,41556618.2762289,28498.3316037125
3276,37,119,003204,3,371190032043,Block Group 3,"Block Group 3, Census Tract 32.04, Mecklenburg County, North Carolina",905,408,436,0.06422018,0.61978022,801,0,0,8,0,37,59,61,408,0,267,100,338,200,164,136,37,40,0,31,0,0.35605273,2541.75835135,828,86,38.6,9926140.77612344,15330.8425191956
3277,37,119,001914,1,371190019141,Block Group 1,"Block Group 1, Census Tract 19.14, Mecklenburg County, North Carolina",1707,652,705,0.0751773,0.12715856,405,516,0,160,0,360,266,575,652,0,564,465,645,33,246,146,125,100,11,0,24,0.78761461,2167.30362582,2017,-42,25.5,21957347.4472967,25961.6463950997
3278,37,119,003807,1,371190038071,Block Group 1,"Block Group 1, Census Tract 38.07, Mecklenburg County, North Carolina",1427,424,439,0.03416856,0.45626478,845,293,0,189,0,88,12,833,424,0,491,272,483,181,110,135,58,48,36,21,16,0.83454522,1709.91333459,1278,-58,32.1,23265692.4165865,26257.4421026852
3279,37,119,002800,3,371190028003,Block Group 3,"Block Group 3, Census Tract 28, Mecklenburg County, North Carolina",1752,693,783,0.11494253,0.87972028,1690,0,0,18,0,0,44,21,693,0,526,165,666,395,189,259,25,165,55,0,0,0.3807024,4602.01984542,1547,234,43.4,10613331.3997139,14199.6594152389
3280,37,119,001200,3,371190012003,Block Group 3,"Block Group 3, Census Tract 12, Mecklenburg County, North Carolina",1756,815,847,0.0377804,0.83580247,1681,63,0,12,0,0,0,16,815,0,239,554,738,225,172,473,109,49,7,5,0,0.81775167,2147.35116347,1674,121,37.5,22797516.8283607,22242.7345222328
3281,37,119,006104,3,371190061043,Block Group 3,"Block Group 3, Census Tract 61.04, Mecklenburg County, North Carolina",4101,1450,1566,0.07407407,0.75927175,758,3234,0,13,0,48,48,1,1450,5,1161,961,1681,298,349,524,189,306,67,0,15,2.09353764,1958.88524842,3630,366,33.6,58364246.2604854,33820.0812736728
3282,37,119,006213,2,371190062132,Block Group 2,"Block Group 2, Census Tract 62.13, Mecklenburg County, North Carolina",2813,997,1035,0.03671498,0.879,2379,83,0,56,0,0,295,237,997,0,819,630,1210,154,145,306,324,168,54,0,0,1.90546688,1476.27861157,2139,548,34.3,53121155.3460307,36380.5508183608
3283,37,119,006104,4,371190061044,Block Group 4,"Block Group 4, Census Tract 61.04, Mecklenburg County, North Carolina",1836,667,737,0.09497965,0.73783784,1078,631,16,40,0,41,30,215,667,15,435,324,903,174,207,134,220,56,50,0,0,1.89360623,969.57855911,2405,-300,40.1,52790500.8372057,32308.5127243723
3284,37,119,001702,3,371190017023,Block Group 3,"Block Group 3, Census Tract 17.02, Mecklenburg County, North Carolina",858,363,385,0.05714286,0.57853403,533,304,0,0,0,0,21,50,363,0,175,303,308,72,111,129,67,56,0,0,0,0.25706794,3337.63906927,710,85,32.6,7166614.11625156,13357.5913005524
3285,37,119,005518,2,371190055182,Block Group 2,"Block Group 2, Census Tract 55.18, Mecklenburg County, North Carolina",1890,845,1011,0.16419387,0.57126949,701,924,17,20,0,205,23,205,845,0,502,397,793,198,314,243,204,84,0,0,0,1.92147456,983.61958016,1662,489,40.8,53567422.0579512,30567.9829822995
3286,37,119,005834,1,371190058341,Block Group 1,"Block Group 1, Census Tract 58.34, Mecklenburg County, North Carolina",3464,1139,1165,0.0223176,0.6897747,2389,484,0,156,0,153,282,296,1139,16,1091,626,1359,388,251,268,307,203,45,25,40,1.68042324,2061.38544002,2730,720,36.2,46847323.767284,33393.5504175519
3287,37,119,002004,2,371190020042,Block Group 2,"Block Group 2, Census Tract 20.04, Mecklenburg County, North Carolina",1461,488,501,0.0259481,0.87563884,1413,0,0,38,10,0,0,10,488,0,420,243,554,244,107,141,50,108,82,0,0,0.54532968,2679.11330262,1078,366,42.2,15202858.120741,16741.7772369589
3288,37,119,005812,3,371190058123,Block Group 3,"Block Group 3, Census Tract 58.12, Mecklenburg County, North Carolina",1792,908,985,0.07817259,0,683,1072,0,0,0,15,22,287,908,0,272,992,514,14,472,225,145,66,0,0,0,0.83265748,2152.1454416,1388,624,28.3,23213065.4525477,20453.8703048024
3289,37,119,000800,2,371190008002,Block Group 2,"Block Group 2, Census Tract 8, Mecklenburg County, North Carolina",986,375,401,0.06483791,0.1322314,47,845,0,6,0,58,30,11,375,38,434,286,260,6,153,88,75,24,35,0,0,0.14023361,7031.12470684,588,114,26.3,3909473.08924023,8424.95877531796
3290,37,119,005510,2,371190055102,Block Group 2,"Block Group 2, Census Tract 55.10, Mecklenburg County, North Carolina",3679,1435,1645,0.12765957,0.543495,566,2566,0,44,0,392,111,512,1435,0,1007,1143,1280,249,490,437,209,217,70,12,0,1.56646207,2348.60458511,3308,209,30.2,43670281.398251,28622.2687586372
3291,37,119,005838,2,371190058382,Block Group 2,"Block Group 2, Census Tract 58.38, Mecklenburg County, North Carolina",2303,951,1012,0.06027668,0.87080745,1007,611,0,660,0,0,25,232,951,0,405,415,1229,254,235,403,106,169,27,0,11,0.53255033,4324.47389527,1639,492,43,14846591.6048076,17541.4114905334
3292,37,119,003012,2,371190030122,Block Group 2,"Block Group 2, Census Tract 30.12, Mecklenburg County, North Carolina",3169,1154,1179,0.02120441,0.59551495,2467,413,0,177,0,60,52,380,1154,0,849,786,1301,233,246,413,200,224,50,21,0,0.58324137,5433.42801626,2909,445,33.7,16259771.236334,17041.422325519
3293,37,119,005306,2,371190053062,Block Group 2,"Block Group 2, Census Tract 53.06, Mecklenburg County, North Carolina",1613,629,737,0.14654003,0.32452276,725,503,13,0,0,372,0,795,629,0,383,407,703,120,283,116,92,67,56,9,6,1.05199891,1533.27155063,1697,166,35.6,29327929.0292613,26446.0607797406
3294,37,119,001702,2,371190017022,Block Group 2,"Block Group 2, Census Tract 17.02, Mecklenburg County, North Carolina",819,366,403,0.09181141,0.43225806,598,221,0,0,0,0,0,109,366,0,131,189,366,133,166,141,0,36,0,23,0,0.16333916,5014.1068437,507,108,39.5,4553616.23859414,8622.83297121181
3295,37,119,005508,1,371190055081,Block Group 1,"Block Group 1, Census Tract 55.08, Mecklenburg County, North Carolina",1961,735,735,0,0.88625,1205,560,8,56,0,61,71,171,735,0,441,313,937,270,106,350,121,132,26,0,0,2.98514292,656.91997085,2319,19,41.5,83220675.4024568,56999.4280739379
3296,37,119,980100,1,371199801001,Block Group 1,"Block Group 1, Census Tract 9801, Mecklenburg County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95071603,0,0,0,,165895778.294915,53456.2591589749
3297,37,119,004304,1,371190043041,Block Group 1,"Block Group 1, Census Tract 43.04, Mecklenburg County, North Carolina",3685,1057,1162,0.09036145,0.40991903,269,2675,0,469,0,259,13,277,1057,0,1305,860,1227,293,341,238,162,177,20,28,91,1.14129583,3228.78600196,2514,407,29.7,31817374.2946887,23617.7668785071
3298,37,119,005511,3,371190055113,Block Group 3,"Block Group 3, Census Tract 55.11, Mecklenburg County, North Carolina",1464,747,827,0.09673519,0.17693316,538,806,0,53,0,43,24,88,747,0,258,578,473,155,356,271,44,64,0,12,0,0.18498255,7914.26002074,1430,-42,28,5156996.95273691,10629.6233447164
3299,37,119,005619,1,371190056191,Block Group 1,"Block Group 1, Census Tract 56.19, Mecklenburg County, North Carolina",2786,897,927,0.03236246,0.67245658,704,1689,0,112,0,136,145,380,897,0,865,650,1130,141,239,238,143,133,48,86,10,1.11732054,2493.46530406,2296,172,33.2,31148984.379824,34926.4362252026
3300,37,119,006405,1,371190064051,Block Group 1,"Block Group 1, Census Tract 64.05, Mecklenburg County, North Carolina",2966,1311,1382,0.05137482,0.44003527,2401,342,0,12,0,176,35,223,1311,0,617,540,1285,524,509,454,157,110,40,41,0,1.0597245,2798.84064207,2469,175,38.8,29543305.3851906,25281.7729546335
3301,37,119,000400,2,371190004002,Block Group 2,"Block Group 2, Census Tract 4, Mecklenburg County, North Carolina",1622,1057,1199,0.11843203,0.17454545,1189,330,0,64,0,0,39,29,1057,0,41,1041,404,136,636,361,60,0,0,0,0,0.13265581,12227.13125041,933,294,28.3,3698216.92650293,8191.19229637556
3302,37,119,006007,1,371190060071,Block Group 1,"Block Group 1, Census Tract 60.07, Mecklenburg County, North Carolina",4005,1173,1173,0,0.77994429,624,3243,67,0,0,63,8,318,1173,0,1352,831,1502,320,310,228,155,286,108,21,65,1.86483806,2147.63956501,2958,501,30.7,51988493.4097324,33459.5355163272
3303,37,119,005621,2,371190056212,Block Group 2,"Block Group 2, Census Tract 56.21, Mecklenburg County, North Carolina",612,230,230,0,0.85531915,179,409,0,24,0,0,0,0,230,0,128,33,398,53,12,157,36,6,0,19,0,1.30536785,468.83336371,621,118,39.1,36391421.3603043,26743.0421384014
3304,37,119,005913,1,371190059131,Block Group 1,"Block Group 1, Census Tract 59.13, Mecklenburg County, North Carolina",1713,499,499,0,0.722334,827,477,0,116,0,256,37,916,499,0,352,440,822,99,68,138,69,151,73,0,0,1.01616537,1685.74923981,1634,-10,35.7,28328951.4515828,24508.7097033465
3305,37,119,005519,1,371190055191,Block Group 1,"Block Group 1, Census Tract 55.19, Mecklenburg County, North Carolina",2942,842,917,0.08178844,0.82219706,1506,912,0,224,0,239,61,274,842,0,892,556,1229,265,55,224,287,125,109,42,0,0.65126362,4517.37193611,2597,158,36.1,18156114.9435535,21408.9548330793
3306,37,119,003008,1,371190030081,Block Group 1,"Block Group 1, Census Tract 30.08, Mecklenburg County, North Carolina",1876,780,875,0.10857143,0.69209809,1769,19,0,70,0,0,18,51,780,20,276,345,748,507,236,302,84,151,7,0,0,0.79209345,2368.40741455,1979,-403,51.4,22082209.8225705,26006.7610942113
3307,37,119,004400,2,371190044002,Block Group 2,"Block Group 2, Census Tract 44, Mecklenburg County, North Carolina",3021,1106,1186,0.06745363,0.70758738,317,2339,0,138,0,227,0,266,1106,8,779,738,1238,266,414,279,104,203,94,12,0,1.99498302,1514.2986029,3368,14,34.7,55616712.0141676,32350.958239394
3308,37,119,005906,3,371190059063,Block Group 3,"Block Group 3, Census Tract 59.06, Mecklenburg County, North Carolina",1482,529,538,0.01672862,0.72324723,676,185,0,19,0,570,32,741,529,0,444,241,665,132,100,177,132,117,3,0,0,4.67765736,316.82525802,1495,-65,40.6,130405081.414852,76519.0617925127
3309,37,119,005815,2,371190058152,Block Group 2,"Block Group 2, Census Tract 58.15, Mecklenburg County, North Carolina",876,366,400,0.085,0.68169014,693,79,0,9,0,0,95,27,366,0,183,138,332,223,113,142,68,25,0,18,0,0.47844901,1830.91610953,694,183,45.8,13338339.6357857,15436.9305959073
3310,37,119,005829,2,371190058292,Block Group 2,"Block Group 2, Census Tract 58.29, Mecklenburg County, North Carolina",1253,561,642,0.12616822,0.14748784,806,283,0,20,0,117,27,508,561,0,308,493,374,78,251,159,100,30,0,21,0,0.39482704,3173.5415082,1440,-296,30.4,11007101.9871211,13881.8355375547
3311,37,119,005305,1,371190053051,Block Group 1,"Block Group 1, Census Tract 53.05, Mecklenburg County, North Carolina",294,170,229,0.25764192,0.45953003,43,207,0,0,0,0,44,56,170,0,16,55,110,113,108,43,5,14,0,0,0,0.23827777,1233.85408551,908,43,64.5,6642776.27354434,13771.9464708266
3312,37,119,002904,1,371190029041,Block Group 1,"Block Group 1, Census Tract 29.04, Mecklenburg County, North Carolina",1610,547,632,0.13449367,0.96844181,1559,0,0,28,0,0,23,57,547,0,408,77,747,378,80,203,64,159,41,0,0,0.6637697,2425.54006307,1208,371,45.2,18504763.092298,18781.8228087237
3313,37,119,006204,3,371190062043,Block Group 3,"Block Group 3, Census Tract 62.04, Mecklenburg County, North Carolina",3369,1171,1236,0.052589,0.94344958,2900,315,0,102,0,0,52,20,1171,0,723,370,1763,513,42,652,203,149,90,14,21,4.17328229,807.27824429,2484,378,47.2,116343967.60362,51235.6816005231
3314,37,119,006209,3,371190062093,Block Group 3,"Block Group 3, Census Tract 62.09, Mecklenburg County, North Carolina",1852,848,987,0.1408308,0.37339056,1780,38,10,0,0,0,24,17,848,0,365,577,821,89,281,301,191,60,15,0,0,1.0210348,1813.84610985,1862,102,32.7,28464702.6650906,21854.4639650102
3315,37,119,005517,1,371190055171,Block Group 1,"Block Group 1, Census Tract 55.17, Mecklenburg County, North Carolina",2869,1291,1425,0.09403509,0.7893401,1670,929,0,70,0,158,42,295,1291,0,605,400,1464,400,443,475,186,158,22,7,0,0.73357857,3910.9648473,2948,-18,42.2,20450915.0250086,21224.1631263567
3316,37,119,005616,1,371190056161,Block Group 1,"Block Group 1, Census Tract 56.16, Mecklenburg County, North Carolina",1657,504,543,0.0718232,0.73496241,679,515,12,74,0,320,57,588,504,0,532,417,580,128,103,157,90,75,29,50,0,2.98139766,555.77960036,1761,-259,27.6,83116264.0616453,42045.1727429419
3317,37,119,005837,2,371190058372,Block Group 2,"Block Group 2, Census Tract 58.37, Mecklenburg County, North Carolina",2307,803,855,0.06081871,0.42774566,1744,91,0,362,0,76,34,411,803,0,760,586,927,34,150,200,232,130,69,22,0,0.56990595,4048.03634705,1494,494,31.6,15888002.6209535,18597.6202429214
3318,37,119,005401,3,371190054013,Block Group 3,"Block Group 3, Census Tract 54.01, Mecklenburg County, North Carolina",1202,559,605,0.07603306,0.3525741,39,1163,0,0,0,0,0,0,559,0,124,305,537,236,283,158,56,62,0,0,0,1.00807091,1192.37643709,1475,185,43.6,28103291.5484703,31196.7904281343
3319,37,119,003204,2,371190032042,Block Group 2,"Block Group 2, Census Tract 32.04, Mecklenburg County, North Carolina",1696,663,746,0.11126005,0.58501441,1214,317,13,96,0,0,56,195,663,305,209,410,759,318,296,201,133,22,11,0,0,0.3067411,5529.09277563,1262,530,46.2,8551417.00344531,14410.4133073643
3320,37,119,005521,2,371190055212,Block Group 2,"Block Group 2, Census Tract 55.21, Mecklenburg County, North Carolina",2328,1145,1364,0.16055718,0.25050505,623,1111,0,532,0,49,13,115,1145,0,219,1640,444,25,375,574,166,15,15,0,0,1.07859178,2158.36987002,2050,253,29.9,30069292.7695658,23800.5100393664
3321,37,119,001508,2,371190015082,Block Group 2,"Block Group 2, Census Tract 15.08, Mecklenburg County, North Carolina",3296,1060,1232,0.13961039,0.64942529,1194,1270,0,129,0,386,317,637,1060,10,1048,612,1231,405,245,324,195,141,105,37,13,0.96424132,3418.23144439,2565,557,34.6,26881397.5782188,23269.4368106047
3322,37,119,002906,3,371190029063,Block Group 3,"Block Group 3, Census Tract 29.06, Mecklenburg County, North Carolina",1947,874,1022,0.14481409,0.44543147,1863,0,0,60,0,0,24,12,874,0,470,431,809,237,333,275,145,56,44,21,0,0.79767221,2440.85223929,1698,150,37.8,22237735.9208725,23805.846337672
3323,37,119,005713,2,371190057132,Block Group 2,"Block Group 2, Census Tract 57.13, Mecklenburg County, North Carolina",1921,732,795,0.07924528,0.89973958,1570,145,0,22,0,168,16,204,732,0,411,170,871,469,168,226,227,46,48,17,0,2.4560791,782.14093349,1996,-206,50.8,68471281.5975615,47526.4247086242
3324,37,119,002702,2,371190027022,Block Group 2,"Block Group 2, Census Tract 27.02, Mecklenburg County, North Carolina",2433,983,1030,0.04563107,0.74050633,2340,0,0,57,0,0,36,58,983,0,789,463,965,216,373,254,56,226,54,0,20,0.42219175,5762.78432726,1798,563,34.4,11769983.2659814,14972.9160259013
3325,37,119,005523,3,371190055233,Block Group 3,"Block Group 3, Census Tract 55.23, Mecklenburg County, North Carolina",1864,916,1050,0.12761905,0.03058824,466,478,28,740,0,42,110,25,916,0,308,995,561,0,324,374,138,80,0,0,0,0.56492926,3299.52815685,1638,306,28.9,15749260.8819484,17166.6989599338
3326,37,119,006304,3,371190063043,Block Group 3,"Block Group 3, Census Tract 63.04, Mecklenburg County, North Carolina",2469,797,797,0,0.62686567,1746,483,12,88,0,129,11,367,797,0,818,324,1113,214,117,245,208,125,40,62,0,5.39924076,457.28651671,1860,306,36.1,150521591.562182,70620.0398730786
3327,37,119,005524,3,371190055243,Block Group 3,"Block Group 3, Census Tract 55.24, Mecklenburg County, North Carolina",2647,816,857,0.04784131,0.58282209,431,1660,0,52,0,281,223,279,816,0,870,812,952,13,207,99,280,173,13,44,0,0.64720831,4089.87332069,2431,491,26,18043059.8536182,22776.2243370115
3328,37,119,001603,2,371190016032,Block Group 2,"Block Group 2, Census Tract 16.03, Mecklenburg County, North Carolina",1842,620,668,0.07185629,0.56701031,1075,373,0,171,0,134,89,340,620,233,405,355,557,525,183,228,57,96,13,25,18,0.48136803,3826.59396803,1811,140,44.7,13419716.7615592,19651.121001143
3329,37,119,000500,2,371190005002,Block Group 2,"Block Group 2, Census Tract 5, Mecklenburg County, North Carolina",1244,825,998,0.17334669,0.08849558,839,317,0,45,0,0,43,276,825,0,160,776,308,0,542,206,77,0,0,0,0,0.25924457,4798.5575937,957,148,30,7227295.04942598,11847.380271503
3330,37,119,005706,1,371190057061,Block Group 1,"Block Group 1, Census Tract 57.06, Mecklenburg County, North Carolina",1871,777,777,0,0.79943899,1542,329,0,0,0,0,0,208,777,0,294,406,957,214,235,285,135,122,0,0,0,1.13284263,1651.59745092,1778,165,47.5,31581713.652124,26769.2549551569
